Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
08065,Palmyra,NJ,40.00278,-75.02626,-5,1,"40.00278, -75.02626"
08089,Waterford Works,NJ,39.722622,-74.8503,-5,1,"39.722622, -74.8503"
08844,Millstone,NJ,40.502477,-74.650023,-5,1,"40.502477, -74.650023"
08556,Rosemont,NJ,40.419965,-74.988619,-5,1,"40.419965, -74.988619"
07040,Maplewood,NJ,40.728901,-74.26821,-5,1,"40.728901, -74.26821"
07197,Newark,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
08362,Vineland,NJ,39.271264,-75.027671,-5,1,"39.271264, -75.027671"
07014,Clifton,NJ,40.834049,-74.13669,-5,1,"40.834049, -74.13669"
07101,Newark,NJ,40.736101,-74.22509,-5,1,"40.736101, -74.22509"
07702,Shrewsbury,NJ,40.329128,-74.06315,-5,1,"40.329128, -74.06315"
07940,Madison,NJ,40.75875,-74.41609,-5,1,"40.75875, -74.41609"
08319,Estell Manor,NJ,39.376099,-74.81456,-5,1,"39.376099, -74.81456"
07071,Lyndhurst,NJ,40.808416,-74.12111,-5,1,"40.808416, -74.12111"
08534,Pennington,NJ,40.32315,-74.78364,-5,1,"40.32315, -74.78364"
07764,West Long Branch,NJ,40.289985,-74.01671,-5,1,"40.289985, -74.01671"
07628,Dumont,NJ,40.945173,-73.99342,-5,1,"40.945173, -73.99342"
08083,Somerdale,NJ,39.842613,-75.02496,-5,1,"39.842613, -75.02496"
08888,Whitehouse,NJ,40.619412,-74.740597,-5,1,"40.619412, -74.740597"
08023,Deepwater,NJ,39.683577,-75.48932,-5,1,"39.683577, -75.48932"
07819,Hardyston,NJ,41.162053,-74.580886,-5,1,"41.162053, -74.580886"
08260,Wildwood,NJ,38.987556,-74.822,-5,1,"38.987556, -74.822"
08253,Shiloh,NJ,39.458714,-75.298235,-5,1,"39.458714, -75.298235"
08030,Gloucester City,NJ,39.891113,-75.11836,-5,1,"39.891113, -75.11836"
07062,Plainfield,NJ,40.631252,-74.40383,-5,1,"40.631252, -74.40383"
08341,Minotola,NJ,39.517539,-74.94972,-5,1,"39.517539, -74.94972"
07059,Warren,NJ,40.633652,-74.5008,-5,1,"40.633652, -74.5008"
07934,Gladstone,NJ,40.72265,-74.67432,-5,1,"40.72265, -74.67432"
07055,Passaic,NJ,40.857384,-74.12899,-5,1,"40.857384, -74.12899"
07703,Fort Monmouth,NJ,40.309121,-74.0486,-5,1,"40.309121, -74.0486"
08753,Toms River,NJ,39.974584,-74.15141,-5,1,"39.974584, -74.15141"
07849,Lake Hopatcong,NJ,40.963959,-74.61414,-5,1,"40.963959, -74.61414"
08641,Trenton,NJ,40.04492,-74.58916,-5,1,"40.04492, -74.58916"
08553,Rocky Hill,NJ,40.400406,-74.63895,-5,1,"40.400406, -74.63895"
07019,East Orange,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
07027,Garwood,NJ,40.650802,-74.32351,-5,1,"40.650802, -74.32351"
08861,Perth Amboy,NJ,40.520105,-74.27708,-5,1,"40.520105, -74.27708"
07751,Morganville,NJ,40.361014,-74.26595,-5,1,"40.361014, -74.26595"
08108,Collingswood,NJ,39.915263,-75.06401,-5,1,"39.915263, -75.06401"
07452,Glen Rock,NJ,40.961109,-74.12576,-5,1,"40.961109, -74.12576"
08022,Columbus,NJ,40.079952,-74.70684,-5,1,"40.079952, -74.70684"
08879,South Amboy,NJ,40.469606,-74.27669,-5,1,"40.469606, -74.27669"
08219,Green Creek,NJ,39.056521,-74.816619,-5,1,"39.056521, -74.816619"
07041,Millburn,NJ,40.724168,-74.29913,-5,1,"40.724168, -74.29913"
07007,Caldwell,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
08646,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
07844,Hope,NJ,40.919658,-74.984628,-5,1,"40.919658, -74.984628"
08520,Hightstown,NJ,40.262809,-74.53246,-5,1,"40.262809, -74.53246"
08831,Jamesburg,NJ,40.336508,-74.43302,-5,1,"40.336508, -74.43302"
08352,Rosenhayn,NJ,39.475565,-75.12933,-5,1,"39.475565, -75.12933"
07072,Carlstadt,NJ,40.836555,-74.08466,-5,1,"40.836555, -74.08466"
08048,Lumberton,NJ,39.967013,-74.80666,-5,1,"39.967013, -74.80666"
08619,Trenton,NJ,40.240558,-74.69588,-5,1,"40.240558, -74.69588"
07719,Belmar,NJ,40.175357,-74.04694,-5,1,"40.175357, -74.04694"
08004,Atco,NJ,39.769357,-74.87264,-5,1,"39.769357, -74.87264"
08107,Oaklyn,NJ,39.908163,-75.08618,-5,1,"39.908163, -75.08618"
07407,Elmwood Park,NJ,40.905639,-74.1199,-5,1,"40.905639, -74.1199"
07836,Flanders,NJ,40.84405,-74.70134,-5,1,"40.84405, -74.70134"
08869,Raritan,NJ,40.571302,-74.6374,-5,1,"40.571302, -74.6374"
07077,Sewaren,NJ,40.553971,-74.25938,-5,1,"40.553971, -74.25938"
07533,Paterson,NJ,41.011428,-74.304793,-5,1,"41.011428, -74.304793"
08738,Mantoloking,NJ,40.025258,-74.05579,-5,1,"40.025258, -74.05579"
08311,Cedarville,NJ,39.337205,-75.18577,-5,1,"39.337205, -75.18577"
08733,Lakehurst,NJ,40.017117,-74.30491,-5,1,"40.017117, -74.30491"
08512,Cranbury,NJ,40.306286,-74.52627,-5,1,"40.306286, -74.52627"
08098,Woodstown,NJ,39.637838,-75.32396,-5,1,"39.637838, -75.32396"
07410,Fair Lawn,NJ,40.933943,-74.11671,-5,1,"40.933943, -74.11671"
07724,Eatontown,NJ,40.301979,-74.06889,-5,1,"40.301979, -74.06889"
07930,Chester,NJ,40.786549,-74.68799,-5,1,"40.786549, -74.68799"
07080,South Plainfield,NJ,40.580703,-74.41401,-5,1,"40.580703, -74.41401"
07922,Berkeley Heights,NJ,40.675112,-74.43459,-5,1,"40.675112, -74.43459"
08245,South Dennis,NJ,39.176208,-74.81723,-5,1,"39.176208, -74.81723"
08535,Perrineville,NJ,40.228497,-74.45064,-5,1,"40.228497, -74.45064"
07704,Fair Haven,NJ,40.360581,-74.03738,-5,1,"40.360581, -74.03738"
07980,Stirling,NJ,40.672968,-74.49171,-5,1,"40.672968, -74.49171"
07722,Colts Neck,NJ,40.300226,-74.18306,-5,1,"40.300226, -74.18306"
08248,Strathmere,NJ,39.197394,-74.65699,-5,1,"39.197394, -74.65699"
07073,East Rutherford,NJ,40.830158,-74.09707,-5,1,"40.830158, -74.09707"
07543,Paterson,NJ,41.011428,-74.304793,-5,1,"41.011428, -74.304793"
08901,New Brunswick,NJ,40.488304,-74.44775,-5,1,"40.488304, -74.44775"
07417,Franklin Lakes,NJ,41.010433,-74.20847,-5,1,"41.010433, -74.20847"
08805,Bound Brook,NJ,40.567953,-74.54034,-5,1,"40.567953, -74.54034"
08054,Mount Laurel,NJ,39.949446,-74.90342,-5,1,"39.949446, -74.90342"
08824,Kendall Park,NJ,40.423055,-74.55352,-5,1,"40.423055, -74.55352"
08059,Mount Ephraim,NJ,39.884263,-75.0923,-5,1,"39.884263, -75.0923"
08041,Jobstown,NJ,40.038339,-74.6806,-5,1,"40.038339, -74.6806"
07866,Rockaway,NJ,40.926798,-74.50624,-5,1,"40.926798, -74.50624"
07978,Pluckemin,NJ,40.642491,-74.639597,-5,1,"40.642491, -74.639597"
07676,Ho-Ho-Kus,NJ,40.989508,-74.061302,-5,1,"40.989508, -74.061302"
08318,Elmer,NJ,39.553504,-75.16843,-5,1,"39.553504, -75.16843"
08871,Sayreville,NJ,40.430006,-74.417344,-5,1,"40.430006, -74.417344"
07103,Newark,NJ,40.738501,-74.19507,-5,1,"40.738501, -74.19507"
07945,Mendham,NJ,40.782767,-74.59529,-5,1,"40.782767, -74.59529"
07305,Jersey City,NJ,40.701302,-74.08843,-5,1,"40.701302, -74.08843"
07544,Paterson,NJ,41.011428,-74.304793,-5,1,"41.011428, -74.304793"
08214,Dennisville,NJ,39.056521,-74.816619,-5,1,"39.056521, -74.816619"
07189,Newark,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
07653,Paramus,NJ,40.948054,-74.083231,-5,1,"40.948054, -74.083231"
07739,Little Silver,NJ,40.33517,-74.04059,-5,1,"40.33517, -74.04059"
08234,Egg Harbor Township,NJ,39.398172,-74.59667,-5,1,"39.398172, -74.59667"
07737,Leonardo,NJ,40.416772,-74.06058,-5,1,"40.416772, -74.06058"
08533,New Egypt,NJ,40.075185,-74.48433,-5,1,"40.075185, -74.48433"
08078,Runnemede,NJ,39.850013,-75.0767,-5,1,"39.850013, -75.0767"
07028,Glen Ridge,NJ,40.80495,-74.2047,-5,1,"40.80495, -74.2047"
08904,Highland Park,NJ,40.500254,-74.4257,-5,1,"40.500254, -74.4257"
07088,Vauxhall,NJ,40.718401,-74.28416,-5,1,"40.718401, -74.28416"
07099,Kearny,NJ,40.73276,-74.075485,-5,1,"40.73276, -74.075485"
07890,Branchville,NJ,41.12831,-74.678956,-5,1,"41.12831, -74.678956"
07717,Avon By The Sea,NJ,40.191809,-74.01688,-5,1,"40.191809, -74.01688"
07034,Lake Hiawatha,NJ,40.881149,-74.38112,-5,1,"40.881149, -74.38112"
07601,Hackensack,NJ,40.888678,-74.0488,-5,1,"40.888678, -74.0488"
07880,Vienna,NJ,40.864844,-74.897002,-5,1,"40.864844, -74.897002"
07424,Little Falls,NJ,40.886628,-74.21405,-5,1,"40.886628, -74.21405"
08350,Richland,NJ,39.490774,-74.87045,-5,1,"39.490774, -74.87045"
07901,Summit,NJ,40.714501,-74.3633,-5,1,"40.714501, -74.3633"
08757,Toms River,NJ,39.975967,-74.25296,-5,1,"39.975967, -74.25296"
07885,Wharton,NJ,40.913298,-74.58246,-5,1,"40.913298, -74.58246"
08252,Whitesboro,NJ,39.037404,-74.85749,-5,1,"39.037404, -74.85749"
07731,Howell,NJ,40.146597,-74.20815,-5,1,"40.146597, -74.20815"
08270,Woodbine,NJ,39.275059,-74.80041,-5,1,"39.275059, -74.80041"
08846,Middlesex,NJ,40.574552,-74.50187,-5,1,"40.574552, -74.50187"
07663,Saddle Brook,NJ,40.904131,-74.09474,-5,1,"40.904131, -74.09474"
07087,Union City,NJ,40.767751,-74.0302,-5,1,"40.767751, -74.0302"
07310,Jersey City,NJ,40.731901,-74.0402,-5,1,"40.731901, -74.0402"
07656,Park Ridge,NJ,41.034672,-74.04065,-5,1,"41.034672, -74.04065"
07860,Newton,NJ,41.0714,-74.80199,-5,1,"41.0714, -74.80199"
08851,East Amwell,NJ,40.436394,-74.884741,-5,1,"40.436394, -74.884741"
08502,Belle Mead,NJ,40.460137,-74.63592,-5,1,"40.460137, -74.63592"
08902,North Brunswick,NJ,40.453131,-74.48287,-5,1,"40.453131, -74.48287"
07422,Highland Lakes,NJ,41.180137,-74.45489,-5,1,"41.180137, -74.45489"
08038,Hancocks Bridge,NJ,39.481009,-75.50618,-5,1,"39.481009, -75.50618"
07311,Jersey City,NJ,40.73235,-74.075391,-5,1,"40.73235, -74.075391"
08241,Port Republic,NJ,39.527903,-74.4917,-5,1,"39.527903, -74.4917"
07036,Linden,NJ,40.633953,-74.25339,-5,1,"40.633953, -74.25339"
07524,Paterson,NJ,40.930398,-74.15829,-5,1,"40.930398, -74.15829"
07721,Cliffwood,NJ,40.435961,-74.23734,-5,1,"40.435961, -74.23734"
07012,Clifton,NJ,40.847922,-74.1579,-5,1,"40.847922, -74.1579"
07092,Mountainside,NJ,40.680301,-74.35601,-5,1,"40.680301, -74.35601"
08829,High Bridge,NJ,40.668594,-74.89241,-5,1,"40.668594, -74.89241"
07060,Plainfield,NJ,40.620102,-74.42481,-5,1,"40.620102, -74.42481"
07752,Navesink,NJ,40.402277,-74.027285,-5,1,"40.402277, -74.027285"
07205,Hillside,NJ,40.695552,-74.22856,-5,1,"40.695552, -74.22856"
07107,Newark,NJ,40.760667,-74.1879,-5,1,"40.760667, -74.1879"
07876,Succasunna,NJ,40.855549,-74.65251,-5,1,"40.855549, -74.65251"
07418,Glenwood,NJ,41.232344,-74.48688,-5,1,"41.232344, -74.48688"
07718,Belford,NJ,40.415902,-74.08689,-5,1,"40.415902, -74.08689"
08722,Beachwood,NJ,39.931068,-74.19618,-5,1,"39.931068, -74.19618"
07853,Long Valley,NJ,40.788599,-74.78295,-5,1,"40.788599, -74.78295"
07022,Fairview,NJ,40.816737,-74.00082,-5,1,"40.816737, -74.00082"
08610,Trenton,NJ,40.199859,-74.72005,-5,1,"40.199859, -74.72005"
07111,Irvington,NJ,40.725651,-74.23207,-5,1,"40.725651, -74.23207"
08826,Glen Gardner,NJ,40.716332,-74.91405,-5,1,"40.716332, -74.91405"
08343,Monroeville,NJ,39.633964,-75.15643,-5,1,"39.633964, -75.15643"
08019,Chatsworth,NJ,39.777314,-74.5354,-5,1,"39.777314, -74.5354"
08080,Sewell,NJ,39.74953,-75.10637,-5,1,"39.74953, -75.10637"
07450,Ridgewood,NJ,40.983997,-74.11438,-5,1,"40.983997, -74.11438"
07643,Little Ferry,NJ,40.850621,-74.04112,-5,1,"40.850621, -74.04112"
07626,Cresskill,NJ,40.942074,-73.96504,-5,1,"40.942074, -73.96504"
07822,Augusta,NJ,41.139545,-74.6993,-5,1,"41.139545, -74.6993"
08905,New Brunswick,NJ,40.430006,-74.417344,-5,1,"40.430006, -74.417344"
07981,Whippany,NJ,40.821482,-74.42648,-5,1,"40.821482, -74.42648"
08741,Pine Beach,NJ,39.934318,-74.16773,-5,1,"39.934318, -74.16773"
07182,Newark,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
08066,Paulsboro,NJ,39.833156,-75.23773,-5,1,"39.833156, -75.23773"
08225,Northfield,NJ,39.370083,-74.55211,-5,1,"39.370083, -74.55211"
08530,Lambertville,NJ,40.375039,-74.93184,-5,1,"40.375039, -74.93184"
07621,Bergenfield,NJ,40.923748,-73.99879,-5,1,"40.923748, -73.99879"
08084,Stratford,NJ,39.829014,-75.01371,-5,1,"39.829014, -75.01371"
08878,South Amboy,NJ,40.436865,-74.250942,-5,1,"40.436865, -74.250942"
07052,West Orange,NJ,40.78865,-74.25541,-5,1,"40.78865, -74.25541"
08220,Leeds Point,NJ,39.509208,-74.608557,-5,1,"39.509208, -74.608557"
07423,Ho Ho Kus,NJ,41.001695,-74.10239,-5,1,"41.001695, -74.10239"
08650,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
07715,Belmar,NJ,40.302718,-74.24928,-5,1,"40.302718, -74.24928"
07106,Newark,NJ,40.742251,-74.23006,-5,1,"40.742251, -74.23006"
07754,Neptune,NJ,40.302718,-74.24928,-5,1,"40.302718, -74.24928"
07825,Blairstown,NJ,40.96035,-74.96243,-5,1,"40.96035, -74.96243"
07603,Bogota,NJ,40.873876,-74.02769,-5,1,"40.873876, -74.02769"
08755,Toms River,NJ,40.010092,-74.23032,-5,1,"40.010092, -74.23032"
07057,Wallington,NJ,40.852931,-74.10925,-5,1,"40.852931, -74.10925"
08029,Glendora,NJ,39.840463,-75.0687,-5,1,"39.840463, -75.0687"
08053,Marlton,NJ,39.88488,-74.90416,-5,1,"39.88488, -74.90416"
08345,Newport,NJ,39.28341,-75.15464,-5,1,"39.28341, -75.15464"
08802,Asbury,NJ,40.661172,-75.0321,-5,1,"40.661172, -75.0321"
07834,Denville,NJ,40.886149,-74.48704,-5,1,"40.886149, -74.48704"
08562,Wrightstown,NJ,40.062215,-74.58893,-5,1,"40.062215, -74.58893"
08242,Rio Grande,NJ,39.017837,-74.87515,-5,1,"39.017837, -74.87515"
08344,Newfield,NJ,39.562763,-75.00955,-5,1,"39.562763, -75.00955"
07474,Wayne,NJ,41.011428,-74.304793,-5,1,"41.011428, -74.304793"
08237,Maurice River,NJ,39.258089,-74.974344,-5,1,"39.258089, -74.974344"
07627,Demarest,NJ,40.955603,-73.96044,-5,1,"40.955603, -73.96044"
08322,Franklinville,NJ,39.618222,-75.0618,-5,1,"39.618222, -75.0618"
07175,Newark,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
07507,Hawthorne,NJ,41.011428,-74.304793,-5,1,"41.011428, -74.304793"
07830,Califon,NJ,40.723778,-74.81866,-5,1,"40.723778, -74.81866"
08205,Absecon,NJ,39.471263,-74.502457,-5,1,"39.471263, -74.502457"
08801,Annandale,NJ,40.624538,-74.89118,-5,1,"40.624538, -74.89118"
07470,Wayne,NJ,40.943608,-74.25004,-5,1,"40.943608, -74.25004"
08231,Oceanville,NJ,39.509208,-74.608557,-5,1,"39.509208, -74.608557"
07002,Bayonne,NJ,40.666552,-74.11768,-5,1,"40.666552, -74.11768"
07191,Newark,NJ,40.79185,-74.245241,-5,1,"40.79185, -74.245241"
07716,Atlantic Highlands,NJ,40.407958,-74.03483,-5,1,"40.407958, -74.03483"
07010,Cliffside Park,NJ,40.82154,-73.98949,-5,1,"40.82154, -73.98949"
07711,Allenhurst,NJ,40.236916,-74.0069,-5,1,"40.236916, -74.0069"
08315,Dividing Creek,NJ,39.273214,-75.095025,-5,1,"39.273214, -75.095025"
08848,Milford,NJ,40.587606,-75.10402,-5,1,"40.587606, -75.10402"
07031,North Arlington,NJ,40.791895,-74.13254,-5,1,"40.791895, -74.13254"
07512,Totowa,NJ,40.903348,-74.21763,-5,1,"40.903348, -74.21763"
08320,Fairton,NJ,39.379906,-75.221681,-5,1,"39.379906, -75.221681"
07630,Emerson,NJ,40.97514,-74.02725,-5,1,"40.97514, -74.02725"
08809,Clinton,NJ,40.639546,-74.91292,-5,1,"40.639546, -74.91292"
08853,Neshanic Station,NJ,40.51057,-74.72472,-5,1,"40.51057, -74.72472"
08890,Zarephath,NJ,40.536069,-74.578872,-5,1,"40.536069, -74.578872"
08036,Hainesport,NJ,39.985662,-74.83044,-5,1,"39.985662, -74.83044"
08731,Forked River,NJ,39.848035,-74.21297,-5,1,"39.848035, -74.21297"
08032,Grenloch,NJ,39.781264,-75.0609,-5,1,"39.781264, -75.0609"
08504,Blawenburg,NJ,40.425369,-74.668753,-5,1,"40.425369, -74.668753"
08360,Vineland,NJ,39.492265,-75.01887,-5,1,"39.492265, -75.01887"
08525,Hopewell,NJ,40.386902,-74.78112,-5,1,"40.386902, -74.78112"
08096,Woodbury,NJ,39.830313,-75.13221,-5,1,"39.830313, -75.13221"
08370,Riverside,NJ,39.862433,-74.725079,-5,1,"39.862433, -74.725079"
08313,Deerfield Street,NJ,39.530314,-75.22901,-5,1,"39.530314, -75.22901"
07701,Red Bank,NJ,40.352953,-74.07703,-5,1,"40.352953, -74.07703"
07946,Millington,NJ,40.672823,-74.52011,-5,1,"40.672823, -74.52011"
08243,Sea Isle City,NJ,39.145755,-74.69865,-5,1,"39.145755, -74.69865"
08017,Elwood-Magnolia,NJ,39.574175,-74.719502,-5,1,"39.574175, -74.719502"
07304,Jersey City,NJ,40.716452,-74.07253,-5,1,"40.716452, -74.07253"
08989,New Brunswick,NJ,40.430006,-74.417344,-5,1,"40.430006, -74.417344"
07503,Paterson,NJ,40.896798,-74.15731,-5,1,"40.896798, -74.15731"
07902,Summit,NJ,40.665651,-74.299692,-5,1,"40.665651, -74.299692"
08690,Trenton,NJ,40.225409,-74.65918,-5,1,"40.225409, -74.65918"
08103,Camden,NJ,39.936179,-75.11513,-5,1,"39.936179, -75.11513"
08223,Marmora,NJ,39.264412,-74.64986,-5,1,"39.264412, -74.64986"
08863,Fords,NJ,40.535304,-74.31104,-5,1,"40.535304, -74.31104"
07086,Union City,NJ,40.769796,-74.022351,-5,1,"40.769796, -74.022351"
08092,West Creek,NJ,39.658781,-74.28673,-5,1,"39.658781, -74.28673"
08812,Dunellen,NJ,40.594502,-74.47166,-5,1,"40.594502, -74.47166"
07649,Oradell,NJ,40.953126,-74.03379,-5,1,"40.953126, -74.03379"
08310,Buena,NJ,39.522686,-74.89684,-5,1,"39.522686, -74.89684"
08086,Thorofare,NJ,39.849156,-75.18159,-5,1,"39.849156, -75.18159"
08031,Bellmawr,NJ,39.867013,-75.09162,-5,1,"39.867013, -75.09162"
07290,Bernards,NJ,40.664351,-74.573051,-5,1,"40.664351, -74.573051"
07750,Monmouth Beach,NJ,40.332877,-73.97986,-5,1,"40.332877, -73.97986"
08342,Mizpah,NJ,39.50208,-74.833469,-5,1,"39.50208, -74.833469"
07301,Jersey City,NJ,40.729234,-74.032506,-5,1,"40.729234, -74.032506"
08005,Barnegat,NJ,39.759581,-74.27398,-5,1,"39.759581, -74.27398"
07006,Caldwell,NJ,40.848999,-74.27917,-5,1,"40.848999, -74.27917"
08723,Brick,NJ,40.042479,-74.123,-5,1,"40.042479, -74.123"
08526,Imlaystown,NJ,40.162275,-74.475936,-5,1,"40.162275, -74.475936"
08012,Blackwood,NJ,39.784614,-75.05678,-5,1,"39.784614, -75.05678"
08514,Cream Ridge,NJ,40.134892,-74.48688,-5,1,"40.134892, -74.48688"
08822,Flemington,NJ,40.515645,-74.85319,-5,1,"40.515645, -74.85319"
07058,Pine Brook,NJ,40.871299,-74.34331,-5,1,"40.871299, -74.34331"
07513,Paterson,NJ,40.906598,-74.14944,-5,1,"40.906598, -74.14944"
07837,Glasser,NJ,41.12831,-74.678956,-5,1,"41.12831, -74.678956"
08541,Princeton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
07306,Jersey City,NJ,40.733751,-74.06582,-5,1,"40.733751, -74.06582"
08246,South Seaville,NJ,39.056521,-74.816619,-5,1,"39.056521, -74.816619"
08603,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
07506,Hawthorne,NJ,40.957498,-74.15627,-5,1,"40.957498, -74.15627"
08008,Beach Haven,NJ,39.614596,-74.2005,-5,1,"39.614596, -74.2005"
08896,Raritan,NJ,40.566553,-74.599801,-5,1,"40.566553, -74.599801"
07610,Oradell,NJ,40.951348,-74.041234,-5,1,"40.951348, -74.041234"
07962,Morristown,NJ,40.867331,-74.578269,-5,1,"40.867331, -74.578269"
08876,Somerville,NJ,40.545853,-74.63592,-5,1,"40.545853, -74.63592"
08314,Delmont,NJ,39.219301,-74.94016,-5,1,"39.219301, -74.94016"
08069,Penns Grove,NJ,39.712593,-75.46906,-5,1,"39.712593, -75.46906"
08691,Trenton,NJ,40.207034,-74.59364,-5,1,"40.207034, -74.59364"
07963,Morristown,NJ,40.867331,-74.578269,-5,1,"40.867331, -74.578269"
07061,Plainfield,NJ,40.665651,-74.299692,-5,1,"40.665651, -74.299692"
07850,Landing,NJ,40.908198,-74.65749,-5,1,"40.908198, -74.65749"
08555,Roosevelt,NJ,40.22142,-74.47378,-5,1,"40.22142, -74.47378"
07924,Bernardsville,NJ,40.72344,-74.57753,-5,1,"40.72344, -74.57753"
07657,Ridgefield,NJ,40.832421,-74.00399,-5,1,"40.832421, -74.00399"
08056,Mickleton,NJ,39.785219,-75.25304,-5,1,"39.785219, -75.25304"
08759,Whiting,NJ,39.943541,-74.36949,-5,1,"39.943541, -74.36949"
08073,Rancocas,NJ,40.010461,-74.86762,-5,1,"40.010461, -74.86762"
08002,Cherry Hill,NJ,39.932279,-75.02266,-5,1,"39.932279, -75.02266"
08645,Trenton,NJ,40.280531,-74.712018,-5,1,"40.280531, -74.712018"
08872,Sayreville,NJ,40.461605,-74.3474,-5,1,"40.461605, -74.3474"
08732,Island Heights,NJ,39.942616,-74.14689,-5,1,"39.942616, -74.14689"
08353,Shiloh,NJ,39.458114,-75.29761,-5,1,"39.458114, -75.29761"
08550,Princeton Junction,NJ,40.292358,-74.60902,-5,1,"40.292358, -74.60902"
07076,Scotch Plains,NJ,40.637152,-74.37493,-5,1,"40.637152, -74.37493"
07997,Peapack and Gladstone,NJ,40.728195,-74.665549,-5,1,"40.728195, -74.665549"
08203,Brigantine,NJ,39.401801,-74.38017,-5,1,"39.401801, -74.38017"
08403,Longport,NJ,39.314766,-74.52675,-5,1,"39.314766, -74.52675"
07732,Highlands,NJ,40.404474,-73.9904,-5,1,"40.404474, -73.9904"
07029,Harrison,NJ,40.745951,-74.15509,-5,1,"40.745951, -74.15509"
07042,Montclair,NJ,40.81315,-74.21576,-5,1,"40.81315, -74.21576"
07307,Jersey City,NJ,40.748001,-74.04943,-5,1,"40.748001, -74.04943"
07430,Mahwah,NJ,41.077102,-74.16147,-5,1,"41.077102, -74.16147"
07740,Long Branch,NJ,40.297932,-73.99097,-5,1,"40.297932, -73.99097"
08852,Monmouth Junction,NJ,40.389428,-74.54329,-5,1,"40.389428, -74.54329"
07093,West New York,NJ,40.7895,-74.01223,-5,1,"40.7895, -74.01223"
08758,Waretown,NJ,39.784513,-74.22376,-5,1,"39.784513, -74.22376"
07074,Moonachie,NJ,40.841668,-74.059,-5,1,"40.841668, -74.059"
08027,Gibbstown,NJ,39.824159,-75.28187,-5,1,"39.824159, -75.28187"
08501,Allentown,NJ,40.164556,-74.57785,-5,1,"40.164556, -74.57785"
07442,Pompton Lakes,NJ,40.99948,-74.28807,-5,1,"40.99948, -74.28807"
07522,Paterson,NJ,40.925778,-74.17784,-5,1,"40.925778, -74.17784"
08213,Cologne,NJ,39.509208,-74.608557,-5,1,"39.509208, -74.608557"
07571,Totowa,NJ,40.899873,-74.23019,-5,1,"40.899873, -74.23019"
08857,Old Bridge,NJ,40.397507,-74.3298,-5,1,"40.397507, -74.3298"
07820,Allamuchy,NJ,40.869648,-74.849661,-5,1,"40.869648, -74.849661"
08324,Heislerville,NJ,39.218484,-74.99001,-5,1,"39.218484, -74.99001"
08332,Millville,NJ,39.379382,-75.03923,-5,1,"39.379382, -75.03923"
07879,Tranquility,NJ,40.955934,-74.788108,-5,1,"40.955934, -74.788108"
07857,Netcong,NJ,40.897398,-74.70301,-5,1,"40.897398, -74.70301"
08347,Norma,NJ,39.499765,-75.082022,-5,1,"39.499765, -75.082022"
07746,Marlboro,NJ,40.316876,-74.26112,-5,1,"40.316876, -74.26112"
08807,Bridgewater,NJ,40.588097,-74.62253,-5,1,"40.588097, -74.62253"
07505,Paterson,NJ,40.916165,-74.17129,-5,1,"40.916165, -74.17129"
07845,Ironia,NJ,40.867331,-74.578269,-5,1,"40.867331, -74.578269"
07829,Buttzville,NJ,40.84335,-74.985914,-5,1,"40.84335, -74.985914"
08042,Juliustown,NJ,40.018503,-74.66656,-5,1,"40.018503, -74.66656"
08340,Milmay,NJ,39.437265,-74.87926,-5,1,"39.437265, -74.87926"
08850,Milltown,NJ,40.451105,-74.43938,-5,1,"40.451105, -74.43938"
07095,Woodbridge,NJ,40.557104,-74.28316,-5,1,"40.557104, -74.28316"
07020,Edgewater,NJ,40.830733,-73.97334,-5,1,"40.830733, -73.97334"
07457,Riverdale,NJ,40.990032,-74.31023,-5,1,"40.990032, -74.31023"
07927,Cedar Knolls,NJ,40.821149,-74.45121,-5,1,"40.821149, -74.45121"
07758,Port Monmouth,NJ,40.427561,-74.1069,-5,1,"40.427561, -74.1069"
07855,Middleville,NJ,41.12831,-74.678956,-5,1,"41.12831, -74.678956"
07308,Jersey City,NJ,40.73276,-74.075485,-5,1,"40.73276, -74.075485"
08557,Sergeantsville,NJ,40.563654,-74.949409,-5,1,"40.563654, -74.949409"
08701,Lakewood,NJ,40.082782,-74.2094,-5,1,"40.082782, -74.2094"
08402,Margate City,NJ,39.329416,-74.50661,-5,1,"39.329416, -74.50661"
08821,Flagtown,NJ,40.518578,-74.68545,-5,1,"40.518578, -74.68545"
08063,National Park,NJ,39.867158,-75.1802,-5,1,"39.867158, -75.1802"
07799,Eatontown,NJ,40.302718,-74.24928,-5,1,"40.302718, -74.24928"
07428,McAfee,NJ,41.181052,-74.51796,-5,1,"41.181052, -74.51796"
07462,Vernon,NJ,41.193708,-74.5089,-5,1,"41.193708, -74.5089"
